restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
"Tapas - Jaypee Vasant Continental","North Indian","New Delhi",77.16443762,28.55650347,39.000,3.2
"The Old Baker - Jaypee Vasant Continental",Bakery,"New Delhi",77.16443762,28.55650347,6.500,3.3
"Eggspectation - Jaypee Vasant Continental","European, Continental, North Indian","New Delhi",77.16443762,28.55650347,39.000,3.6
"Paatra - Jaypee Vasant Continental","North Indian, Mughlai","New Delhi",77.16443762,28.55650347,32.500,3.5
"Ambarsaria by Gourmet Affaire's","Fast Food","New Delhi",77.2383021,28.5364178,5.200,3.1
"August Moon","Chinese, Thai","New Delhi",77.2385844,28.5366985,16.250,2.8
Keventers,Beverages,"New Delhi",77.2385653,28.5364802,5.200,3.3
"Moets Curry Leaf Express","North Indian, Mughlai","New Delhi",77.2386159,28.5367169,11.700,3.2
"Natural Ice Cream","Ice Cream","New Delhi",77.2386106,28.5367441,1.950,4.5
"34, Chowringhee Lane","Fast Food","New Delhi",77.1810079,28.5490023,3.900,3.2
Qureshi,"North Indian, Fast Food","New Delhi",77.16718253,28.54865293,4.550,3
"Shree Ram Sweet Centre","Mithai, Street Food","New Delhi",77.1807722,28.5494286,1.950,2.7
Teflas,"North Indian, Chinese","New Delhi",77.1656368,28.5474027,3.900,3.4
"The Viraj Food Zone","North Indian, Chinese","New Delhi",77.1811526,28.5490027,6.500,3.2
RollsKing,"Fast Food","New Delhi",77.1811374,28.5495565,3.900,3.5
"Secular House Canteen","North Indian, Mughlai, Chinese","New Delhi",77.1783133,28.5441245,7.800,3.8
"Amul Ice-Cream Parlour","Ice Cream","New Delhi",77.1811823,28.5489782,2.600,0
"Sunny Restaurant & Tiffin","North Indian","New Delhi",77.1810026,28.5488714,5.200,0
"Kerala Cafe","North Indian, South Indian","New Delhi",77.18089364,28.54979385,1.950,2.3
"Veer Jee Restaurant","North Indian, Mughlai","New Delhi",77.21763119,28.58429443,5.850,3.1
"Oval Bar - JW Marriott New Delhi","Finger Food","New Delhi",77.121445,28.552895,58.500,3.3
"Bakey Wish","Bakery, Desserts","New Delhi",77.2398107,28.5531043,3.900,3
"Bikaner Namkeen Bhandar","Mithai, Street Food","New Delhi",77.2416379,28.5526774,1.950,3.1
"Chhole Bhature Corner","North Indian","New Delhi",77.2412786,28.5525536,1.950,3.3
"Fresh n Frozen","Raw Meats, Fast Food","New Delhi",77.2409194,28.5536849,2.600,3.1
"Pind Punjabi","North Indian","New Delhi",0,0,6.500,3
"Sanjha Chulha","North Indian, Mughlai","New Delhi",77.2411888,28.5538898,9.100,3.1
"Shaan e Punjab","North Indian, Mughlai","New Delhi",77.2402459,28.5571618,7.800,3.1
"Cafe 27","North Indian, Chinese, Italian","New Delhi",77.2408296,28.5536763,20.150,3.6
"MR.D - Deliciousness Delivered","North Indian, Italian, Chinese","New Delhi",77.2402908,28.556673,9.100,3.5
"Pita Pit","Healthy Food, Salad","New Delhi",77.236741,28.557442,7.800,3.8
"Al-Malik Chicken Point","North Indian, Mughlai","New Delhi",77.2360071,28.5563436,5.200,0
"Amul Sweets & Bakery","North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai","New Delhi",77.2355758,28.5565383,3.900,0
"Elements - Mapple Express","North Indian, Continental, Chinese","New Delhi",77.243649,28.553673,15.600,0
"Food 24","North Indian, Mughlai","New Delhi",77.2415481,28.5551789,5.200,0
"Food Corner","North Indian","New Delhi",77.241099,28.5527158,1.300,0
"Food Master's Galley","North Indian, Chinese","New Delhi",0,0,1.950,0
"Habibi Express","Lebanese, Arabian, Moroccan","New Delhi",77.238586,28.555918,11.700,0
"Hide Out Cafe","Cafe, Chinese, Italian","New Delhi",77.2408296,28.5536763,9.100,0
"Moriarty Delivers","Fast Food","New Delhi",77.2401111,28.5535184,5.200,0
"Big Chill","Italian, Continental, European, Cafe","New Delhi",77.2421318,28.5527692,19.500,4.4
"Maxims Pastry Shop","Bakery, Desserts, Fast Food, Beverages","New Delhi",77.2421767,28.5527286,3.900,4.2
"Uncultured Cafe & Bar","Continental, Chinese, Italian, Finger Food","New Delhi",77.2412786,28.5526433,19.500,4.3
"2 Nice 2 Slice","Bakery, Desserts","New Delhi",77.25765813,28.53853483,22.750,3.2
"Aggarwal Bikaneri Sweets","Mithai, Street Food","New Delhi",77.251157,28.5441688,3.250,2.9
"Aggarwal Sweet Corner & Restaurant","North Indian, South Indian, Chinese, Mithai","New Delhi",77.25511976,28.54153378,3.900,2.6
"Aggarwal Sweets India","Mithai, Street Food","New Delhi",77.26001167,28.53451667,1.300,2.8
"Aggarwal's Sweets Paradise","Mithai, North Indian, South Indian, Street Food","New Delhi",77.26306513,28.52530273,3.900,2.7
"Aggarwal's Sweets","Mithai, Street Food","New Delhi",77.263331,28.52576,1.950,2.9
"Anna Ka Dosa","South Indian","New Delhi",77.25950785,28.53920667,2.600,3.4
"Big Chow Xpress","Chinese, North Indian","New Delhi",77.26394121,28.53706949,7.150,2.6
"Bikaner Sweets & Namkeen","Mithai, Street Food","New Delhi",77.25476302,28.52562912,2.600,2.9
"Cafe Coffee Day",Cafe,"New Delhi",77.2563653,28.5409875,5.850,2.9
"Cake Plaza","Bakery, Desserts, Fast Food","New Delhi",77.25926813,28.53930504,2.600,3.1
"Crispy Tokri","Street Food","New Delhi",77.25810573,28.54024549,2.600,3.1
"De Royale Food's","North Indian, Chinese","New Delhi",77.25107197,28.54423341,7.150,3.2
Faasos,"North Indian, Fast Food","New Delhi",77.257337,28.537027,7.800,3
"Fouji Da Vaishno Dhaba","North Indian","New Delhi",77.25989409,28.53320649,5.200,2.9
"Fun Bytes","Fast Food","New Delhi",77.251193,28.54442544,3.250,2.5
"G's Patisserie","Bakery, Desserts","New Delhi",77.260126,28.537134,7.800,2.8
Giani,"Ice Cream, Desserts","New Delhi",77.258148,28.54013,5.200,3.2
"Gopals 56","Ice Cream, Desserts","New Delhi",77.25543889,28.54143056,2.600,3.2
"Green Chick Chop","Raw Meats, North Indian, Fast Food","New Delhi",77.2537612,28.5421747,4.550,3.2
"Heaven's Kitchen","North Indian, Mughlai, Chinese","New Delhi",77.2569098,28.53072249,6.500,3.3
"Heavens Food Corner","North Indian, Mughlai, Chinese","New Delhi",77.25698889,28.53074722,6.500,2.8
"Just Kababs","Fast Food, North Indian","New Delhi",77.25312778,28.53283056,3.250,3.4
Keventers,Beverages,"New Delhi",77.2534918,28.5423284,5.200,3.2
"Komal Kitchen","North Indian","New Delhi",77.25608056,28.52827222,3.250,2.8
"Kwality Sweets & Restaurant","South Indian","New Delhi",77.25624796,28.52800925,3.250,2.9
"Mehak Food Corner","North Indian","New Delhi",77.25087617,28.54369031,4.550,3.2
"Mr. Sub","Fast Food","New Delhi",77.25705095,28.54072765,5.200,3.2
"Muradabadi Shahi Biryani & Chicken Corner","North Indian, Biryani","New Delhi",77.25120507,28.5442178,5.850,2.6
Muradabadi,"Mughlai, Biryani","New Delhi",77.25578628,28.52833711,5.200,3
"New Radhe Radhe Snacks Corner","North Indian","New Delhi",77.24575,28.53103056,1.950,3.1
"Nirula's Ice Cream","Desserts, Ice Cream","New Delhi",77.25391286,28.5419405,3.250,3.2
"Noor Restaurant","North Indian, Mughlai, Chinese","New Delhi",77.2553326,28.5415619,7.150,3.4
"Paul's Homemade","Bakery, Desserts","New Delhi",77.2583896,28.5302637,6.500,3.1
"Pinkom's Bar-Be-Que","North Indian, Mughlai","New Delhi",77.2568858,28.5309441,4.550,3.2
"Prince of China","Thai, Chinese, Seafood","New Delhi",77.25677937,28.54172876,10.400,3.1
"Punjabi Corner","North Indian","New Delhi",77.25065958,28.5437554,3.250,3.3
"Punjabi Snacks","Street Food, North Indian, South Indian","New Delhi",77.25814529,28.53519117,2.600,2.9
"Quality Food Point","North Indian, Fast Food, Mughlai","New Delhi",77.2634745,28.52588599,5.850,3
"Radhe Shyam","Street Food","New Delhi",77.2594998,28.53815752,1.950,2.8
"Raj South Indian Food","South Indian, Chinese","New Delhi",77.25519444,28.54165,3.250,3
"Roll Club","Fast Food","New Delhi",77.2520322,28.54306356,3.250,3.3
"Shameem Kabab Corner","North Indian, Mughlai","New Delhi",77.25657452,28.54185423,9.100,3.3
"Shiv Dhaba","North Indian, Chinese","New Delhi",77.2519915,28.5429843,7.150,3.1
"Silver Spoons","North Indian, Street Food","New Delhi",77.25765,28.535954,4.550,2.7
"Takkar Dhaba","North Indian","New Delhi",77.26170357,28.53804707,5.850,2.6
"The Biryani Wallas",Biryani,"New Delhi",77.260126,28.537134,8.450,3.2
"The Tuck Shop","Fast Food","New Delhi",77.25889722,28.53269444,9.100,3.3
"Uncle Xpress",Chinese,"New Delhi",77.25539435,28.54166043,5.200,3.4
"Vaishno Rasoi","North Indian","New Delhi",77.2554673,28.5417988,4.550,2.6
Vatika,"North Indian, Mughlai","New Delhi",77.24925745,28.54313277,7.150,2.7
"Walk To Italy","Fast Food","New Delhi",77.2552998,28.52858425,3.900,3.1
"Behrouz Biryani",Biryani,"New Delhi",77.25938,28.537766,7.800,3.6
"Big Dragon","Chinese, Thai","New Delhi",77.25188736,28.54319403,10.400,3.6
"Cafe Filter","Fast Food, Italian, North Indian, Chinese","New Delhi",77.25268575,28.54270391,7.800,3.6
Chowki,"North Indian","New Delhi",77.24800486,28.54287123,9.750,3.7
"Circle Cafe and Bar","Cafe, North Indian, Lebanese, Continental","New Delhi",77.2528632,28.5422688,10.400,3.5
FreshMenu,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese","New Delhi",77.257216,28.530672,7.800,3.6
Giani's,"Ice Cream, Desserts","New Delhi",77.253107,28.542481,5.200,3.5
"Gopal's 56","Ice Cream, Desserts, North Indian, Street Food","New Delhi",77.25814059,28.53444508,2.600,3.8
Instapizza,"Pizza, Fast Food","New Delhi",77.25816473,28.54019601,11.700,3.8
"Just Vada Pav","Street Food","New Delhi",77.25293074,28.54286122,1.950,3.6
Khidmat,"North Indian, Mughlai, Chinese","New Delhi",77.2544796,28.5417947,16.900,3.6
Naivedyam,"South Indian","New Delhi",77.25427318,28.54195702,6.500,3.8
"New Shere Punjab Dhaba","North Indian","New Delhi",77.2570837,28.540697,7.800,3.6
"Sant Sweets","Street Food, North Indian, Mithai","New Delhi",77.25048993,28.54400044,3.250,3.5
"Tikka- Way","North Indian, Chinese","New Delhi",77.25476695,28.5417806,11.050,3.5
"Bake Bite","Bakery, Fast Food","New Delhi",0,0,3.250,0
"Chinese Chaat Corner",Chinese,"New Delhi",0,0,2.600,0
Chocofairies,Bakery,"New Delhi",77.2616631,28.5382626,2.600,0
"Punjabi Rasoi","North Indian","New Delhi",77.2510672,28.5446085,4.550,2.4
"Punjabi Xpress","North Indian, Chinese","New Delhi",77.24908177,28.54347678,5.200,2.3
"The Cake Factory","Bakery, Fast Food","New Delhi",77.25578561,28.54201092,5.200,2.3
"34, Chowringhee Lane","Fast Food","New Delhi",77.2071483,28.6809045,3.900,3.3
"Annapurna Restaurant","North Indian, Chinese","New Delhi",77.2061353,28.6778705,3.250,2.5
BTW,"Street Food, North Indian, South Indian, Chinese","New Delhi",0,0,5.200,3.1
"Cafe Coffee Day",Cafe,"New Delhi",77.2072484,28.6817513,5.850,3.3
"Chawla's Chic Inn","North Indian, Chinese","New Delhi",77.197804,28.6823671,8.450,3.3
"Chennai Hot Cafe","South Indian","New Delhi",77.2048113,28.6820522,3.900,3.4
"Daawat E Mezbaan","Mughlai, North Indian","New Delhi",77.20841881,28.67991553,10.400,3.1
"Dessert in Desert","Cafe, Fast Food, Desserts","New Delhi",77.2066978,28.6819638,5.850,3.4
"Domino's Pizza","Pizza, Fast Food","New Delhi",77.1953759,28.67940137,9.100,3.4
"Filmy Cafe & Bar","North Indian, Fast Food, Chinese, Continental","New Delhi",77.2012178,28.6834998,15.600,2.9
Firenze,Cafe,"New Delhi",77.2048445,28.6839604,6.500,2.8
Giani,"Ice Cream, Desserts","New Delhi",77.19552509,28.68010437,5.200,3.4
Gullu's,"North Indian, Mughlai","New Delhi",77.207839,28.6770968,7.150,3.1
Manwhar,"South Indian, North Indian, Chinese","New Delhi",77.1982887,28.6819382,8.450,3.2
"Midnight Hunger Hub","North Indian, Fast Food, Italian, Asian","New Delhi",0,0,10.400,3.3
"Mini Shop","Fast Food, Beverages","New Delhi",77.2064283,28.6824755,1.950,3.3
"Nine 75 Lounge & Bar","Chinese, North Indian, Italian, Continental, Fast Food","New Delhi",77.20048,28.6826214,10.400,3.2
"Pradhan Ji Multi Cuisine Restaurant","North Indian, Chinese, Continental","New Delhi",77.2073715,28.6808616,8.450,3.3
"Punjabi Chaap Corner","North Indian","New Delhi",77.2050808,28.6821675,5.200,2.9
"Sagar Ratna","South Indian, North Indian, Chinese","New Delhi",77.1986842,28.6816581,7.800,2.7
"Shiva Coffee & South Indian Fast Food","South Indian","New Delhi",77.199757,28.6823852,3.900,2.7
"The Ice Cafe","Cafe, Chinese, Continental, Italian, Desserts, Beverages","New Delhi",77.20695868,28.6815983,5.200,3.2
"Tikka Junction","North Indian, Chinese","New Delhi",77.1890553,28.6780077,9.750,3.4
"Trending Eats","Italian, Fast Food","New Delhi",77.2084945,28.6798964,10.400,3.4
"Twenty Four Seven","Fast Food, North Indian","New Delhi",77.2080453,28.6786891,3.900,3.3
"Vikrant Cafe","South Indian, North Indian","New Delhi",77.1999533,28.6799319,7.150,3.3
"Vishal Restaurant","North Indian","New Delhi",77.2029247,28.675602,7.800,3.1
"Badri Prasad Ramesh Kumar Caterers","North Indian","New Delhi",77.2034689,28.6826461,2.600,3.5
Bistro,Beverages,"New Delhi",77.2075063,28.6806976,1.950,3.9
"Chaudhary Sweets Corner","Desserts, Beverages","New Delhi",77.1963486,28.6772166,3.900,3.8
Chowringhee,"Fast Food, Beverages","New Delhi",77.20744444,28.68100278,3.250,3.6
"Cones & Curries","Fast Food","New Delhi",77.208375,28.680111,3.250,3.7
"Darvesh Corner","North Indian","New Delhi",77.201128,28.6787442,7.150,3.6
"Deez Biryani & Kebabs","Biryani, North Indian, Mughlai","New Delhi",77.2012178,28.6834998,8.450,3.7
"Frozen Pan","Ice Cream, Fast Food, Beverages","New Delhi",77.20738649,28.6809212,3.250,3.9
Giani's,"Ice Cream, Desserts","New Delhi",77.2082938,28.67999,5.200,3.8
"Havmor Ice Cream","Ice Cream","New Delhi",77.2083148,28.679521,2.600,3.7
Keventers,Beverages,"New Delhi",77.2062459,28.6826835,3.250,3.5
"Manohar Bikkaneri","Mithai, Chinese, Street Food","New Delhi",77.2027451,28.6763014,2.600,3.8
"Manohar Bikkaneri","Bakery, Chinese","New Delhi",77.2066539,28.6779587,2.600,3.6
Nukkadwala,"Fast Food, Street Food","New Delhi",77.208147,28.680957,3.900,3.7
"Om Di Hatti","Street Food, North Indian","New Delhi",77.1987024,28.6812887,1.300,3.7
"Orange Tree Cafe","Continental, Chinese, North Indian","New Delhi",0,0,7.800,3.5
"Rigo Noodles","Chinese, Thai","New Delhi",77.20720008,28.68121151,6.500,3.5
"Sethi's The Cake Shop","Bakery, Fast Food","New Delhi",77.206069,28.6778732,2.600,3.9
"Shake Square","Beverages, Fast Food","New Delhi",77.2074165,28.6814952,5.200,3.6
"Sharma Kachoriwala","Street Food","New Delhi",77.1992414,28.6822359,0.650,3.7
"Shawarma Wala","Fast Food","New Delhi",77.2075961,28.6808854,3.900,3.7
"Shree Rathnam","South Indian, North Indian, Chinese","New Delhi",77.2030146,28.6802681,10.400,3.5
"Shri Bankey Bihari Brajwasi Rasgulle Wala","Mithai, Street Food","New Delhi",77.2006788,28.6812987,1.950,3.5
"Sid's Kitchen","North Indian, Chinese","New Delhi",77.20699288,28.68162389,6.500,3.8
Subway,"American, Fast Food, Salad, Healthy Food","New Delhi",77.208225,28.6796019,6.500,3.5
"Sweet Life By Henna","Bakery, Desserts","New Delhi",77.1934017,28.6709291,5.200,3.5
"The Midnight Heroes","North Indian, Biryani, Chinese, Fast Food","New Delhi",77.20392846,28.68086237,12.350,3.8
"Urban Hub","Chinese, North Indian, Italian, Fast Food","New Delhi",77.2012628,28.6835489,24.700,3.6
"Vaishno Chat Bhandar","Street Food","New Delhi",77.2033739,28.6825417,1.950,3.9
"Ved Dhaba","North Indian","New Delhi",77.2054401,28.6777235,3.900,3.5
"Veg Ex","North Indian","New Delhi",77.173372,28.720838,6.500,3.6
"Wokin Street",Chinese,"New Delhi",77.2083451,28.6801444,3.900,3.6
"Yadav Namkeens & Bakers",Bakery,"New Delhi",77.2051282,28.6776821,1.300,3.5
"Javed Chicken Corner",Mughlai,"New Delhi",77.2079014,28.6766471,5.200,0
"Kamal Chicken","Mughlai, North Indian","New Delhi",77.196097,28.6689477,6.500,0
"Singh Chinese Fast Food",Chinese,"New Delhi",77.1991559,28.6675893,2.600,0
"Chill'm Bar & Cafe","North Indian, Italian, Chinese, Fast Food","New Delhi",77.2047215,28.6839245,7.800,4.2
"Coffee & Cream","Beverages, Fast Food","New Delhi",0,0,5.200,4
"Chawla Di Hutti","North Indian","New Delhi",77.07889594,28.51647834,9.100,3.1
"Sher 'A' Punjab Bhojnalya","North Indian","New Delhi",77.0784756,28.5161533,7.800,3.3
"Guru Rakha","North Indian","New Delhi",77.14673806,28.66228784,7.800,3.1
"Shudh Vaishno Hotel","North Indian","New Delhi",77.14636557,28.66223077,5.850,3.4
"Kumar Samose Wala","Street Food","New Delhi",77.14383926,28.66439777,1.300,4.1
"Amigo's Deli","Mughlai, Fast Food","New Delhi",77.29406979,28.65678454,4.550,3.2
"Ananda Food Express","North Indian, Chinese","New Delhi",77.29405772,28.65676424,5.850,3.2
"Green Chick Chop","Raw Meats, North Indian, Fast Food","New Delhi",77.3054936,28.6511682,4.550,3.4
"Khana Vaana","North Indian, South Indian, Chinese","New Delhi",77.3027743,28.6534064,3.900,3.4
Momoholic,"Chinese, Fast Food, Ice Cream","New Delhi",0,0,2.600,3.3
"Nazeer Foods","North Indian, Mughlai, Chinese","New Delhi",77.3050378,28.6515495,7.150,3.3
"Pind Balluchi","North Indian, Mughlai","New Delhi",77.3047359,28.649656,11.050,2.6
Rumours,"North Indian, Chinese, Italian","New Delhi",77.3024918,28.6475149,13.000,3.4
"Spice Grill","North Indian, Mughlai, Chinese, Continental","New Delhi",77.3070793,28.6520694,16.900,3.2
Utopia,"North Indian, Mediterranean, Continental","New Delhi",77.303195,28.6486474,19.500,3.2
"Aroma Rest O Bar","North Indian, Mughlai, Chinese","New Delhi",77.302196,28.6484654,10.400,3.6
"Cafe Shloka","Cafe, Italian, Chinese, North Indian","New Delhi",77.3090365,28.6537039,13.000,3.5
"Chawla's Tandoori Junction","North Indian","New Delhi",77.3031754,28.6479181,10.400,3.5
"Desi Villa","South Indian, North Indian, Chinese","New Delhi",77.304534,28.6601143,10.400,3.7
Kanwarji's,"Street Food, Mithai","New Delhi",77.3051329,28.6509065,5.200,3.5
Palomino,"North Indian, Mughlai, Continental, Chinese","New Delhi",77.3079592,28.6528252,20.800,3.7
"Raasa The Luxuriate Fine Dine","North Indian, Mughlai, Chinese","New Delhi",77.3094489,28.654069,14.950,3.7
"Shiv Tikki Wala","Street Food, North Indian","New Delhi",77.3023084,28.6492275,3.250,3.8
"The Barbeque Company","North Indian, Chinese, Continental","New Delhi",77.3011095,28.6461321,16.900,3.8
"The Wrap Factory","Fast Food","New Delhi",77.3062599,28.6594593,3.250,3.6
"Urban Punjab","North Indian, Chinese","New Delhi",77.3029072,28.6480355,9.750,3.5
Classic,"Desserts, Fast Food, Ice Cream","New Delhi",77.3023672,28.6484283,3.250,4
Goosebumps,"Ice Cream, Desserts","New Delhi",77.3020809,28.6467421,3.900,4
"Adyar Ananda Bhavan","South Indian, North Indian, Chinese, Street Food, Fast Food","New Delhi",77.1952884,28.646476,6.500,2.8
"Amma Mess","South Indian, North Indian","New Delhi",77.1919642,28.6470539,3.250,3.4
"Amritsari Chaap Corner","North Indian","New Delhi",77.18920413,28.65456149,2.600,2.9
"Aroma Spice","North Indian, Chinese","New Delhi",77.18937848,28.64779259,10.400,3.4
"Boheme Cafe Bar","North Indian, Chinese, Continental, Italian","New Delhi",77.1872922,28.6458903,14.300,3.2
"Cafe Coffee Day",Cafe,"New Delhi",77.1968947,28.64590801,5.850,2.6
"Chinese King","Chinese, North Indian, Mughlai","New Delhi",77.1875617,28.6457369,5.850,2.5
Chopsuey,"Chinese, North Indian","New Delhi",77.1889094,28.6576903,7.800,3.2
Chowringhee,"North Indian, Chinese","New Delhi",77.1868879,28.6458068,7.800,3.4
"Crossroad Bar and Restaurant","North Indian, Chinese, Mughlai","New Delhi",77.1899106,28.6448625,9.100,3
"Domino's Pizza","Pizza, Fast Food","New Delhi",77.19380312,28.65824145,9.100,3.4
Giani's,"Ice Cream, Desserts","New Delhi",77.1892688,28.6467961,5.200,3.4
Giani,"Ice Cream, Desserts","New Delhi",77.19036754,28.65432847,5.200,2.7
"Gulnar Bar Be Que","North Indian, Chinese","New Delhi",77.1838779,28.6455636,9.100,3.1
"Kwality Bengali Sweets","Desserts, Mithai","New Delhi",77.20330585,28.65947151,2.600,2.9
"Little Chef","North Indian, Mughlai, Chinese, Fast Food","New Delhi",77.18858656,28.64356644,6.500,2.7
"M J Dosa Corner","South Indian","New Delhi",77.1870226,28.6457749,1.950,2.9
Moolchand's,"North Indian, South Indian, Chinese, Fast Food","New Delhi",77.19397243,28.65203681,5.850,3.3
"New Angaar Hyderabadi",Hyderabadi,"New Delhi",77.18398858,28.64837929,9.750,3.1
"New Frontier Hotel","North Indian","New Delhi",77.1912316,28.649189,4.550,3.3
"Oberoi Biryani","North Indian, Mughlai","New Delhi",77.19076987,28.64568939,7.800,2.9
"Om Ji Om","North Indian","New Delhi",77.19484482,28.65377446,6.500,3.2
"Om Saravana Bhavan","South Indian","New Delhi",77.1877414,28.6464708,5.200,2.7
"Pindi Meat","North Indian","New Delhi",77.1962767,28.6494371,3.900,3.4
"Punjab Sweet Corner","Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai","New Delhi",77.1894036,28.6462267,4.550,3.3
